Mod:Item:MetaData, Localized Name
blockcraftery:editable_fence_reinforced, Reinforced Framed Fence
blockcraftery:editable_trap_door, Framed Trapdoor
blockcraftery:editable_trap_door_reinforced, Reinforced Framed Trapdoor
blockcraftery:editable_door, Framed Door
blockcraftery:editable_door_reinforced, Reinforced Framed Door
blockcraftery:editable_pressure_plate_all, Framed Pressure Plate (All)
blockcraftery:editable_pressure_plate_items, Framed Pressure Plate (Items)
blockcraftery:editable_pressure_plate_mobs, Framed Pressure Plate (Mobs)
blockcraftery:editable_pressure_plate_player, Framed Pressure Plate (Players)
blockcraftery:editable_pressure_plate_all_reinforced, Reinforced Framed Pressure Plate (All)
blockcraftery:editable_pressure_plate_items_reinforced, Reinforced Framed Pressure Plate (Items)
blockcraftery:editable_pressure_plate_mobs_reinforced, Reinforced Framed Pressure Plate (Mobs)
blockcraftery:editable_pressure_plate_player_reinforced, Reinforced Framed Pressure Plate (Players)
osv:nuclearcraft_thorium_ore_undergroundbiomes_sedimentary_stone_3:0, Thorium Ore (Siltstone)
osv:nuclearcraft_thorium_ore_undergroundbiomes_sedimentary_stone_3:1, Dense§r Thorium Ore (Siltstone)
osv:nuclearcraft_magnesium_ore_sandstone:0, Magnesium Ore (Sandstone)
osv:nuclearcraft_magnesium_ore_sandstone:1, Dense§r Magnesium Ore (Sandstone)
osv:thaumcraft_cinnabar_ore_undergroundbiomes_sedimentary_stone_3:0, Cinnabar Ore (Siltstone)
osv:thaumcraft_cinnabar_ore_undergroundbiomes_sedimentary_stone_3:1, Dense§r Cinnabar Ore (Siltstone)
osv:thermalfoundation_tin_ore_rustic_slate:0, Tin Ore (Slate)
osv:thermalfoundation_tin_ore_rustic_slate:1, Dense§r Tin Ore (Slate)
osv:coal_ore_undergroundbiomes_sedimentary_stone_4:0, Coal Ore (Lignite Block)
osv:coal_ore_undergroundbiomes_sedimentary_stone_4:1, Dense§r Coal Ore (Lignite Block)
osv:diamond_ore_undergroundbiomes_sedimentary_stone_4:0, Diamond Ore (Lignite Block)
osv:diamond_ore_undergroundbiomes_sedimentary_stone_4:1, Dense§r Diamond Ore (Lignite Block)
osv:thermalfoundation_tin_ore_rotn_blocks_cave_moss:0, Tin Ore (Cave Moss)
osv:thermalfoundation_tin_ore_rotn_blocks_cave_moss:1, Dense§r Tin Ore (Cave Moss)
osv:biomesoplenty_ruby_ore_undergroundbiomes_igneous_stone_4:0, Ruby Ore (Gabbro)
osv:biomesoplenty_ruby_ore_undergroundbiomes_igneous_stone_4:1, Dense§r Ruby Ore (Gabbro)
osv:thermalfoundation_tin_ore_undergroundbiomes_igneous_stone_6:0, Tin Ore (Komatiite)
osv:thermalfoundation_tin_ore_undergroundbiomes_igneous_stone_6:1, Dense§r Tin Ore (Komatiite)
osv:thermalfoundation_copper_ore_undergroundbiomes_metamorphic_stone_2:0, Copper Ore (Marble)
osv:thermalfoundation_copper_ore_undergroundbiomes_metamorphic_stone_2:1, Dense§r Copper Ore (Marble)
osv:thermalfoundation_silver_ore_rustic_slate:0, Silver Ore (Slate)
osv:thermalfoundation_silver_ore_rustic_slate:1, Dense§r Silver Ore (Slate)
osv:thermalfoundation_copper_ore_rustic_slate:0, Copper Ore (Slate)
osv:thermalfoundation_copper_ore_rustic_slate:1, Dense§r Copper Ore (Slate)
osv:thermalfoundation_nickel_ore_undergroundbiomes_igneous_stone:0, Nickel Ore (Red Granite)
osv:thermalfoundation_nickel_ore_undergroundbiomes_igneous_stone:1, Dense§r Nickel Ore (Red Granite)
osv:gold_ore_undergroundbiomes_metamorphic_stone_2:0, Gold Ore (Marble)
osv:gold_ore_undergroundbiomes_metamorphic_stone_2:1, Dense§r Gold Ore (Marble)
osv:thermalfoundation_nickel_ore_undergroundbiomes_igneous_stone_7:0, Nickel Ore (Dacite)
osv:thermalfoundation_nickel_ore_undergroundbiomes_igneous_stone_7:1, Dense§r Nickel Ore (Dacite)
osv:iron_ore_undergroundbiomes_sedimentary_stone_5:0, Iron Ore (Dolomite)
osv:iron_ore_undergroundbiomes_sedimentary_stone_5:1, Dense§r Iron Ore (Dolomite)
osv:thermalfoundation_copper_ore_undergroundbiomes_sedimentary_stone_7:0, Copper Ore (Chert)
osv:thermalfoundation_copper_ore_undergroundbiomes_sedimentary_stone_7:1, Dense§r Copper Ore (Chert)
osv:nuclearcraft_lithium_ore_undergroundbiomes_igneous_stone_2:0, Lithium Ore (Rhyolite)
osv:nuclearcraft_lithium_ore_undergroundbiomes_igneous_stone_2:1, Dense§r Lithium Ore (Rhyolite)
osv:coal_ore_undergroundbiomes_igneous_stone_5:0, Coal Ore (Basalt)
osv:coal_ore_undergroundbiomes_igneous_stone_5:1, Dense§r Coal Ore (Basalt)
osv:nuclearcraft_thorium_ore_undergroundbiomes_sedimentary_stone_1:0, Thorium Ore (Chalk)
osv:nuclearcraft_thorium_ore_undergroundbiomes_sedimentary_stone_1:1, Dense§r Thorium Ore (Chalk)
osv:thaumcraft_cinnabar_ore_undergroundbiomes_metamorphic_stone_4:0, Cinnabar Ore (Blue Schist)
osv:thaumcraft_cinnabar_ore_undergroundbiomes_metamorphic_stone_4:1, Dense§r Cinnabar Ore (Blue Schist)
osv:diamond_ore_undergroundbiomes_metamorphic_stone_7:0, Diamond Ore (Migmatite)
osv:diamond_ore_undergroundbiomes_metamorphic_stone_7:1, Dense§r Diamond Ore (Migmatite)
osv:gold_ore_red_sandstone:0, Gold Ore (Red Sandstone)
osv:gold_ore_red_sandstone:1, Dense§r Gold Ore (Red Sandstone)
osv:thaumcraft_cinnabar_ore_undergroundbiomes_igneous_stone_6:0, Cinnabar Ore (Komatiite)
osv:thaumcraft_cinnabar_ore_undergroundbiomes_igneous_stone_6:1, Dense§r Cinnabar Ore (Komatiite)
osv:nuclearcraft_boron_ore_undergroundbiomes_sedimentary_stone_4:0, Boron Ore (Lignite Block)
osv:nuclearcraft_boron_ore_undergroundbiomes_sedimentary_stone_4:1, Dense§r Boron Ore (Lignite Block)
osv:coal_ore_undergroundbiomes_metamorphic_stone_2:0, Coal Ore (Marble)
osv:coal_ore_undergroundbiomes_metamorphic_stone_2:1, Dense§r Coal Ore (Marble)
osv:thermalfoundation_copper_ore_undergroundbiomes_igneous_stone_5:0, Copper Ore (Basalt)
osv:thermalfoundation_copper_ore_undergroundbiomes_igneous_stone_5:1, Dense§r Copper Ore (Basalt)
osv:thermalfoundation_lead_ore_undergroundbiomes_igneous_stone_1:0, Lead Ore (Black Granite)
osv:thermalfoundation_lead_ore_undergroundbiomes_igneous_stone_1:1, Dense§r Lead Ore (Black Granite)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_metamorphic_stone_1:0, Sapphire Ore (Eclogite)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_metamorphic_stone_1:1, Dense§r Sapphire Ore (Eclogite)
osv:biomesoplenty_ruby_ore_sandstone:0, Ruby Ore (Sandstone)
osv:biomesoplenty_ruby_ore_sandstone:1, Dense§r Ruby Ore (Sandstone)
osv:coal_ore_undergroundbiomes_sedimentary_stone_6:0, Coal Ore (Greywacke)
osv:coal_ore_undergroundbiomes_sedimentary_stone_6:1, Dense§r Coal Ore (Greywacke)
osv:nuclearcraft_thorium_ore_undergroundbiomes_metamorphic_stone_6:0, Thorium Ore (Soapstone)
osv:nuclearcraft_thorium_ore_undergroundbiomes_metamorphic_stone_6:1, Dense§r Thorium Ore (Soapstone)
osv:biomesoplenty_peridot_ore_quark_biome_cobblestone_1:0, Peridot Ore (Permafrost)
osv:biomesoplenty_peridot_ore_quark_biome_cobblestone_1:1, Dense§r Peridot Ore (Permafrost)
osv:iceandfire_silver_ore_quark_elder_prismarine:0, Silver Ore (Elder Prismarine)
osv:iceandfire_silver_ore_quark_elder_prismarine:1, Dense§r Silver Ore (Elder Prismarine)
osv:gold_ore_undergroundbiomes_metamorphic_stone_4:0, Gold Ore (Blue Schist)
osv:gold_ore_undergroundbiomes_metamorphic_stone_4:1, Dense§r Gold Ore (Blue Schist)
osv:gold_ore_undergroundbiomes_igneous_stone_1:0, Gold Ore (Black Granite)
osv:gold_ore_undergroundbiomes_igneous_stone_1:1, Dense§r Gold Ore (Black Granite)
osv:biomesoplenty_sapphire_ore_chisel_limestone:0, Sapphire Ore (Limestone)
osv:biomesoplenty_sapphire_ore_chisel_limestone:1, Dense§r Sapphire Ore (Limestone)
osv:thaumcraft_amber_ore_chisel_limestone:0, Amber Bearing Stone (Limestone)
osv:thaumcraft_amber_ore_chisel_limestone:1, Dense§r Amber Bearing Stone (Limestone)
osv:biomesoplenty_peridot_ore_sandstone:0, Peridot Ore (Sandstone)
osv:biomesoplenty_peridot_ore_sandstone:1, Dense§r Peridot Ore (Sandstone)
osv:betternether_cincinnasite_ore_obsidian:0, Cincinnasite Ore (Obsidian)
osv:betternether_cincinnasite_ore_obsidian:1, Dense§r Cincinnasite Ore (Obsidian)
osv:nuclearcraft_magnesium_ore_undergroundbiomes_igneous_stone:0, Magnesium Ore (Red Granite)
osv:nuclearcraft_magnesium_ore_undergroundbiomes_igneous_stone:1, Dense§r Magnesium Ore (Red Granite)
osv:coal_ore_undergroundbiomes_metamorphic_stone_4:0, Coal Ore (Blue Schist)
osv:coal_ore_undergroundbiomes_metamorphic_stone_4:1, Dense§r Coal Ore (Blue Schist)
osv:diamond_ore_undergroundbiomes_sedimentary_stone_2:0, Diamond Ore (Shale)
osv:diamond_ore_undergroundbiomes_sedimentary_stone_2:1, Dense§r Diamond Ore (Shale)
osv:biomesoplenty_sapphire_ore_rotn_blocks_cave_moss:0, Sapphire Ore (Cave Moss)
osv:biomesoplenty_sapphire_ore_rotn_blocks_cave_moss:1, Dense§r Sapphire Ore (Cave Moss)
osv:iceandfire_silver_ore_undergroundbiomes_igneous_stone_1:0, Silver Ore (Black Granite)
osv:iceandfire_silver_ore_undergroundbiomes_igneous_stone_1:1, Dense§r Silver Ore (Black Granite)
osv:thermalfoundation_nickel_ore_undergroundbiomes_igneous_stone_5:0, Nickel Ore (Basalt)
osv:thermalfoundation_nickel_ore_undergroundbiomes_igneous_stone_5:1, Dense§r Nickel Ore (Basalt)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_sedimentary_stone:0, Sapphire Ore (Limestone)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_sedimentary_stone:1, Dense§r Sapphire Ore (Limestone)
osv:nuclearcraft_boron_ore_undergroundbiomes_igneous_stone_7:0, Boron Ore (Dacite)
osv:nuclearcraft_boron_ore_undergroundbiomes_igneous_stone_7:1, Dense§r Boron Ore (Dacite)
osv:iron_ore_undergroundbiomes_igneous_stone_6:0, Iron Ore (Komatiite)
osv:iron_ore_undergroundbiomes_igneous_stone_6:1, Dense§r Iron Ore (Komatiite)
osv:nuclearcraft_thorium_ore_undergroundbiomes_igneous_stone:0, Thorium Ore (Red Granite)
osv:nuclearcraft_thorium_ore_undergroundbiomes_igneous_stone:1, Dense§r Thorium Ore (Red Granite)
osv:coal_ore_undergroundbiomes_igneous_stone_7:0, Coal Ore (Dacite)
osv:coal_ore_undergroundbiomes_igneous_stone_7:1, Dense§r Coal Ore (Dacite)
osv:biomesoplenty_peridot_ore_undergroundbiomes_igneous_stone_2:0, Peridot Ore (Rhyolite)
osv:biomesoplenty_peridot_ore_undergroundbiomes_igneous_stone_2:1, Dense§r Peridot Ore (Rhyolite)
osv:emerald_ore_undergroundbiomes_igneous_stone_2:0, Emerald Ore (Rhyolite)
osv:emerald_ore_undergroundbiomes_igneous_stone_2:1, Dense§r Emerald Ore (Rhyolite)
osv:biomesoplenty_peridot_ore_quark_biome_cobblestone:0, Peridot Ore (Brimstone)
osv:biomesoplenty_peridot_ore_quark_biome_cobblestone:1, Dense§r Peridot Ore (Brimstone)
osv:coal_ore_quark_biome_cobblestone_2:0, Coal Ore (Cobbedstone)
osv:coal_ore_quark_biome_cobblestone_2:1, Dense§r Coal Ore (Cobbedstone)
osv:iron_ore_undergroundbiomes_igneous_stone_1:0, Iron Ore (Black Granite)
osv:iron_ore_undergroundbiomes_igneous_stone_1:1, Dense§r Iron Ore (Black Granite)
osv:thermalfoundation_tin_ore_sandstone:0, Tin Ore (Sandstone)
osv:thermalfoundation_tin_ore_sandstone:1, Dense§r Tin Ore (Sandstone)
osv:emerald_ore_undergroundbiomes_metamorphic_stone:0, Emerald Ore (Gneiss)
osv:emerald_ore_undergroundbiomes_metamorphic_stone:1, Dense§r Emerald Ore (Gneiss)
osv:iron_ore_undergroundbiomes_metamorphic_stone_2:0, Iron Ore (Marble)
osv:iron_ore_undergroundbiomes_metamorphic_stone_2:1, Dense§r Iron Ore (Marble)
osv:biomesoplenty_ruby_ore_quark_biome_cobblestone_2:0, Ruby Ore (Cobbedstone)
osv:biomesoplenty_ruby_ore_quark_biome_cobblestone_2:1, Dense§r Ruby Ore (Cobbedstone)
osv:coal_ore_quark_biome_cobblestone_1:0, Coal Ore (Permafrost)
osv:coal_ore_quark_biome_cobblestone_1:1, Dense§r Coal Ore (Permafrost)
osv:gold_ore_undergroundbiomes_sedimentary_stone_3:0, Gold Ore (Siltstone)
osv:gold_ore_undergroundbiomes_sedimentary_stone_3:1, Dense§r Gold Ore (Siltstone)
osv:emerald_ore_undergroundbiomes_igneous_stone:0, Emerald Ore (Red Granite)
osv:emerald_ore_undergroundbiomes_igneous_stone:1, Dense§r Emerald Ore (Red Granite)
osv:biomesoplenty_ruby_ore_undergroundbiomes_metamorphic_stone_4:0, Ruby Ore (Blue Schist)
osv:biomesoplenty_ruby_ore_undergroundbiomes_metamorphic_stone_4:1, Dense§r Ruby Ore (Blue Schist)
osv:thermalfoundation_lead_ore_chisel_limestone:0, Lead Ore (Limestone)
osv:thermalfoundation_lead_ore_chisel_limestone:1, Dense§r Lead Ore (Limestone)
osv:nuclearcraft_thorium_ore_hardened_clay:0, Thorium Ore (Terracotta)
osv:nuclearcraft_thorium_ore_hardened_clay:1, Dense§r Thorium Ore (Terracotta)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_igneous_stone_2:0, Sapphire Ore (Rhyolite)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_igneous_stone_2:1, Dense§r Sapphire Ore (Rhyolite)
osv:emerald_ore_undergroundbiomes_sedimentary_stone_2:0, Emerald Ore (Shale)
osv:emerald_ore_undergroundbiomes_sedimentary_stone_2:1, Dense§r Emerald Ore (Shale)
osv:biomesoplenty_ruby_ore_undergroundbiomes_igneous_stone_1:0, Ruby Ore (Black Granite)
osv:biomesoplenty_ruby_ore_undergroundbiomes_igneous_stone_1:1, Dense§r Ruby Ore (Black Granite)
osv:iron_ore_hardened_clay:0, Iron Ore (Terracotta)
osv:iron_ore_hardened_clay:1, Dense§r Iron Ore (Terracotta)
osv:emerald_ore_hardened_clay:0, Emerald Ore (Terracotta)
osv:emerald_ore_hardened_clay:1, Dense§r Emerald Ore (Terracotta)
osv:thermalfoundation_copper_ore_undergroundbiomes_igneous_stone_3:0, Copper Ore (Andesite)
osv:thermalfoundation_copper_ore_undergroundbiomes_igneous_stone_3:1, Dense§r Copper Ore (Andesite)
osv:redstone_ore_quark_biome_cobblestone_1:0, Redstone Ore (Permafrost)
osv:redstone_ore_quark_biome_cobblestone_1:1, Dense§r Redstone Ore (Permafrost)
osv:redstone_ore_quark_biome_cobblestone_1:2, Dense§r Redstone Ore (Permafrost)
osv:redstone_ore_quark_biome_cobblestone_1:3, Dense§r Redstone Ore (Permafrost)
osv:thermalfoundation_lead_ore_quark_biome_cobblestone:0, Lead Ore (Brimstone)
osv:thermalfoundation_lead_ore_quark_biome_cobblestone:1, Dense§r Lead Ore (Brimstone)
osv:biomesoplenty_sapphire_ore_quark_elder_prismarine:0, Sapphire Ore (Elder Prismarine)
osv:biomesoplenty_sapphire_ore_quark_elder_prismarine:1, Dense§r Sapphire Ore (Elder Prismarine)
osv:iron_ore_undergroundbiomes_igneous_stone_5:0, Iron Ore (Basalt)
osv:iron_ore_undergroundbiomes_igneous_stone_5:1, Dense§r Iron Ore (Basalt)
osv:redstone_ore_undergroundbiomes_metamorphic_stone:0, Redstone Ore (Gneiss)
osv:redstone_ore_undergroundbiomes_metamorphic_stone:1, Dense§r Redstone Ore (Gneiss)
osv:redstone_ore_undergroundbiomes_metamorphic_stone:2, Dense§r Redstone Ore (Gneiss)
osv:redstone_ore_undergroundbiomes_metamorphic_stone:3, Dense§r Redstone Ore (Gneiss)
osv:gold_ore_undergroundbiomes_sedimentary_stone_7:0, Gold Ore (Chert)
osv:gold_ore_undergroundbiomes_sedimentary_stone_7:1, Dense§r Gold Ore (Chert)
osv:gold_ore_undergroundbiomes_metamorphic_stone_3:0, Gold Ore (Quartzite)
osv:gold_ore_undergroundbiomes_metamorphic_stone_3:1, Dense§r Gold Ore (Quartzite)
osv:gold_ore_undergroundbiomes_sedimentary_stone:0, Gold Ore (Limestone)
osv:gold_ore_undergroundbiomes_sedimentary_stone:1, Dense§r Gold Ore (Limestone)
osv:nuclearcraft_lithium_ore_undergroundbiomes_sedimentary_stone_1:0, Lithium Ore (Chalk)
osv:nuclearcraft_lithium_ore_undergroundbiomes_sedimentary_stone_1:1, Dense§r Lithium Ore (Chalk)
osv:iron_ore_undergroundbiomes_sedimentary_stone_4:0, Iron Ore (Lignite Block)
osv:iron_ore_undergroundbiomes_sedimentary_stone_4:1, Dense§r Iron Ore (Lignite Block)
osv:coal_ore_undergroundbiomes_metamorphic_stone_1:0, Coal Ore (Eclogite)
osv:coal_ore_undergroundbiomes_metamorphic_stone_1:1, Dense§r Coal Ore (Eclogite)
osv:nuclearcraft_magnesium_ore_undergroundbiomes_sedimentary_stone_4:0, Magnesium Ore (Lignite Block)
osv:nuclearcraft_magnesium_ore_undergroundbiomes_sedimentary_stone_4:1, Dense§r Magnesium Ore (Lignite Block)
osv:thermalfoundation_copper_ore_quark_biome_cobblestone_2:0, Copper Ore (Cobbedstone)
osv:thermalfoundation_copper_ore_quark_biome_cobblestone_2:1, Dense§r Copper Ore (Cobbedstone)
osv:thermalfoundation_tin_ore_quark_biome_cobblestone_2:0, Tin Ore (Cobbedstone)
osv:thermalfoundation_tin_ore_quark_biome_cobblestone_2:1, Dense§r Tin Ore (Cobbedstone)
osv:emerald_ore_undergroundbiomes_igneous_stone_6:0, Emerald Ore (Komatiite)
osv:emerald_ore_undergroundbiomes_igneous_stone_6:1, Dense§r Emerald Ore (Komatiite)
osv:nuclearcraft_lithium_ore_undergroundbiomes_sedimentary_stone_5:0, Lithium Ore (Dolomite)
osv:nuclearcraft_lithium_ore_undergroundbiomes_sedimentary_stone_5:1, Dense§r Lithium Ore (Dolomite)
osv:diamond_ore_undergroundbiomes_sedimentary_stone_6:0, Diamond Ore (Greywacke)
osv:diamond_ore_undergroundbiomes_sedimentary_stone_6:1, Dense§r Diamond Ore (Greywacke)
osv:nuclearcraft_boron_ore_undergroundbiomes_metamorphic_stone_1:0, Boron Ore (Eclogite)
osv:nuclearcraft_boron_ore_undergroundbiomes_metamorphic_stone_1:1, Dense§r Boron Ore (Eclogite)
osv:gold_ore_undergroundbiomes_igneous_stone_4:0, Gold Ore (Gabbro)
osv:gold_ore_undergroundbiomes_igneous_stone_4:1, Dense§r Gold Ore (Gabbro)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_metamorphic_stone_2:0, Sapphire Ore (Marble)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_metamorphic_stone_2:1, Dense§r Sapphire Ore (Marble)
osv:redstone_ore_undergroundbiomes_metamorphic_stone_3:0, Redstone Ore (Quartzite)
osv:redstone_ore_undergroundbiomes_metamorphic_stone_3:1, Dense§r Redstone Ore (Quartzite)
osv:redstone_ore_undergroundbiomes_metamorphic_stone_3:2, Dense§r Redstone Ore (Quartzite)
osv:redstone_ore_undergroundbiomes_metamorphic_stone_3:3, Dense§r Redstone Ore (Quartzite)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_igneous_stone_6:0, Sapphire Ore (Komatiite)
osv:biomesoplenty_sapphire_ore_undergroundbiomes_igneous_stone_6:1, Dense§r Sapphire Ore (Komatiite)
osv:biomesoplenty_ruby_ore_undergroundbiomes_sedimentary_stone_4:0, Ruby Ore (Lignite Block)
osv:biomesoplenty_ruby_ore_undergroundbiomes_sedimentary_stone_4:1, Dense§r Ruby Ore (Lignite Block)
osv:redstone_ore_undergroundbiomes_igneous_stone_1:0, Redstone Ore (Black Granite)
osv:redstone_ore_undergroundbiomes_igneous_stone_1:1, Dense§r Redstone Ore (Black Granite)
osv:redstone_ore_undergroundbiomes_igneous_stone_1:2, Dense§r Redstone Ore (Black Granite)
osv:redstone_ore_undergroundbiomes_igneous_stone_1:3, Dense§r Redstone Ore (Black Granite)
osv:thermalfoundation_nickel_ore_undergroundbiomes_sedimentary_stone_7:0, Nickel Ore (Chert)
osv:thermalfoundation_nickel_ore_undergroundbiomes_sedimentary_stone_7:1, Dense§r Nickel Ore (Chert)
osv:nuclearcraft_lithium_ore_undergroundbiomes_metamorphic_stone_2:0, Lithium Ore (Marble)
osv:nuclearcraft_lithium_ore_undergroundbiomes_metamorphic_stone_2:1, Dense§r Lithium Ore (Marble)
osv:biomesoplenty_ruby_ore_undergroundbiomes_metamorphic_stone_6:0, Ruby Ore (Soapstone)
osv:biomesoplenty_ruby_ore_undergroundbiomes_metamorphic_stone_6:1, Dense§r Ruby Ore (Soapstone)
osv:thermalfoundation_copper_ore_undergroundbiomes_metamorphic_stone_3:0, Copper Ore (Quartzite)
osv:thermalfoundation_copper_ore_undergroundbiomes_metamorphic_stone_3:1, Dense§r Copper Ore (Quartzite)
osv:iceandfire_silver_ore_undergroundbiomes_igneous_stone_6:0, Silver Ore (Komatiite)
osv:iceandfire_silver_ore_undergroundbiomes_igneous_stone_6:1, Dense§r Silver Ore (Komatiite)
osv:redstone_ore_undergroundbiomes_igneous_stone_3:0, Redstone Ore (Andesite)
osv:redstone_ore_undergroundbiomes_igneous_stone_3:1, Dense§r Redstone Ore (Andesite)
osv:redstone_ore_undergroundbiomes_igneous_stone_3:2, Dense§r Redstone Ore (Andesite)
osv:redstone_ore_undergroundbiomes_igneous_stone_3:3, Dense§r Redstone Ore (Andesite)
osv:redstone_ore_undergroundbiomes_sedimentary_stone_5:0, Redstone Ore (Dolomite)
osv:redstone_ore_undergroundbiomes_sedimentary_stone_5:1, Dense§r Redstone Ore (Dolomite)
osv:redstone_ore_undergroundbiomes_sedimentary_stone_5:2, Dense§r Redstone Ore (Dolomite)
osv:redstone_ore_undergroundbiomes_sedimentary_stone_5:3, Dense§r Redstone Ore (Dolomite)
osv:biomesoplenty_peridot_ore_undergroundbiomes_igneous_stone_1:0, Peridot Ore (Black Granite)
osv:biomesoplenty_peridot_ore_undergroundbiomes_igneous_stone_1:1, Dense§r Peridot Ore (Black Granite)
osv:iron_ore_undergroundbiomes_igneous_stone:0, Iron Ore (Red Granite)
osv:iron_ore_undergroundbiomes_igneous_stone:1, Dense§r Iron Ore (Red Granite)
osv:biomesoplenty_sapphire_ore_stained_hardened_clay:0, Sapphire Ore (White Terracotta)
osv:biomesoplenty_sapphire_ore_stained_hardened_clay:1, Dense§r Sapphire Ore (White Terracotta)
osv:biomesoplenty_peridot_ore_undergroundbiomes_sedimentary_stone_1:0, Peridot Ore (Chalk)
osv:biomesoplenty_peridot_ore_undergroundbiomes_sedimentary_stone_1:1, Dense§r Peridot Ore (Chalk)
osv:nuclearcraft_boron_ore_undergroundbiomes_sedimentary_stone_7:0, Boron Ore (Chert)
osv:nuclearcraft_boron_ore_undergroundbiomes_sedimentary_stone_7:1, Dense§r Boron Ore (Chert)
osv:gold_ore_undergroundbiomes_metamorphic_stone_6:0, Gold Ore (Soapstone)
osv:gold_ore_undergroundbiomes_metamorphic_stone_6:1, Dense§r Gold Ore (Soapstone)
osv:coal_ore_undergroundbiomes_sedimentary_stone_1:0, Coal Ore (Chalk)
osv:coal_ore_undergroundbiomes_sedimentary_stone_1:1, Dense§r Coal Ore (Chalk)
osv:thaumcraft_cinnabar_ore_undergroundbiomes_metamorphic_stone_7:0, Cinnabar Ore (Migmatite)
osv:thaumcraft_cinnabar_ore_undergroundbiomes_metamorphic_stone_7:1, Dense§r Cinnabar Ore (Migmatite)
osv:emerald_ore_rotn_blocks_cave_moss:0, Emerald Ore (Cave Moss)
osv:emerald_ore_rotn_blocks_cave_moss:1, Dense§r Emerald Ore (Cave Moss)
osv:thaumcraft_amber_ore_undergroundbiomes_igneous_stone_4:0, Amber Bearing Stone (Gabbro)
osv:thaumcraft_amber_ore_undergroundbiomes_igneous_stone_4:1, Dense§r Amber Bearing Stone (Gabbro)
osv:nuclearcraft_lithium_ore_undergroundbiomes_metamorphic_stone:0, Lithium Ore (Gneiss)
osv:nuclearcraft_lithium_ore_undergroundbiomes_metamorphic_stone:1, Dense§r Lithium Ore (Gneiss)
osv:redstone_ore_rotn_blocks_cave_moss:0, Redstone Ore (Cave Moss)
osv:redstone_ore_rotn_blocks_cave_moss:1, Dense§r Redstone Ore (Cave Moss)
osv:redstone_ore_rotn_blocks_cave_moss:2, Dense§r Redstone Ore (Cave Moss)
osv:redstone_ore_rotn_blocks_cave_moss:3, Dense§r Redstone Ore (Cave Moss)
osv:thermalfoundation_lead_ore_undergroundbiomes_metamorphic_stone_1:0, Lead Ore (Eclogite)
osv:thermalfoundation_lead_ore_undergroundbiomes_metamorphic_stone_1:1, Dense§r Lead Ore (Eclogite)
osv:thaumcraft_amber_ore_red_sandstone:0, Amber Bearing Stone (Red Sandstone)
osv:thaumcraft_amber_ore_red_sandstone:1, Dense§r Amber Bearing Stone (Red Sandstone)
osv:thermalfoundation_silver_ore_quark_biome_cobblestone:0, Silver Ore (Brimstone)
osv:thermalfoundation_silver_ore_quark_biome_cobblestone:1, Dense§r Silver Ore (Brimstone)
osv:iceandfire_silver_ore_undergroundbiomes_sedimentary_stone_5:0, Silver Ore (Dolomite)
osv:iceandfire_silver_ore_undergroundbiomes_sedimentary_stone_5:1, Dense§r Silver Ore (Dolomite)
osv:biomesoplenty_ruby_ore_undergroundbiomes_metamorphic_stone_5:0, Ruby Ore (Green Schist)
osv:biomesoplenty_ruby_ore_undergroundbiomes_metamorphic_stone_5:1, Dense§r Ruby Ore (Green Schist)
osv:emerald_ore_undergroundbiomes_sedimentary_stone_7:0, Emerald Ore (Chert)
osv:emerald_ore_undergroundbiomes_sedimentary_stone_7:1, Dense§r Emerald Ore (Chert)
osv:biomesoplenty_peridot_ore_undergroundbiomes_sedimentary_stone_7:0, Peridot Ore (Chert)
osv:biomesoplenty_peridot_ore_undergroundbiomes_sedimentary_stone_7:1, Dense§r Peridot Ore (Chert)
osv:nuclearcraft_lithium_ore_undergroundbiomes_sedimentary_stone:0, Lithium Ore (Limestone)
osv:nuclearcraft_lithium_ore_undergroundbiomes_sedimentary_stone:1, Dense§r Lithium Ore (Limestone)
osv:nuclearcraft_lithium_ore_sandstone:0, Lithium Ore (Sandstone)
osv:nuclearcraft_lithium_ore_sandstone:1, Dense§r Lithium Ore (Sandstone)
osv:thermalfoundation_silver_ore_undergroundbiomes_igneous_stone_5:0, Silver Ore (Basalt)
osv:thermalfoundation_silver_ore_undergroundbiomes_igneous_stone_5:1, Dense§r Silver Ore (Basalt)
osv:thermalfoundation_nickel_ore_undergroundbiomes_sedimentary_stone_3:0, Nickel Ore (Siltstone)
osv:thermalfoundation_nickel_ore_undergroundbiomes_sedimentary_stone_3:1, Dense§r Nickel Ore (Siltstone)
osv:thermalfoundation_copper_ore_undergroundbiomes_metamorphic_stone_7:0, Copper Ore (Migmatite)
osv:thermalfoundation_copper_ore_undergroundbiomes_metamorphic_stone_7:1, Dense§r Copper Ore (Migmatite)
osv:thermalfoundation_tin_ore_stained_hardened_clay:0, Tin Ore (White Terracotta)
